"","price","speed","hd","ram","screen","cd","multi","premium","trend"
"3028",2095,33,"426","8","14","yes","no","yes",15
"3029",1295,33,"214","4","14","no","no","yes",15
"3030",2425,66,"212","8","15","no","no","yes",15
"3031",2045,66,"425","8","15","no","no","yes",15
"3032",1495,33,"340","4","14","yes","no","yes",15
"3033",1695,33,"340","8","14","no","no","yes",15
"3034",3229,66,"527","8","14","no","no","no",15
"3035",1399,25,"245","4","14","yes","no","yes",15
"3036",2199,66,"340","8","14","yes","no","yes",15
"3037",2319,33,"340","4","14","no","no","no",15
"3038",1495,50,"107","2","14","no","no","yes",15
"3039",1994,66,"107","2","14","yes","yes","yes",15
"3040",1925,33,"212","4","15","no","no","yes",15
"3041",1399,33,"270","4","14","no","no","yes",15
"3042",2799,66,"340","16","15","yes","no","yes",15
"3043",1694,33,"107","2","14","yes","yes","yes",15
"3044",2490,66,"426","8","14","yes","no","yes",15
"3045",2444,50,"426","8","14","yes","no","yes",15
"3046",1995,50,"424","8","14","no","no","yes",15
"3047",1794,25,"214","4","14","yes","yes","yes",15
"3048",1690,33,"214","4","15","no","no","yes",15
"3049",1644,25,"214","4","14","no","no","yes",15
"3050",1689,25,"212","4","14","no","no","no",15
"3051",1975,33,"424","8","14","no","no","yes",15
"3052",1890,50,"214","4","14","no","no","yes",15
"3053",1990,25,"426","8","14","yes","no","yes",15
"3054",1295,33,"212","4","14","no","no","yes",15
"3055",2479,66,"212","4","15","no","no","no",15
"3056",1644,33,"107","2","14","no","no","yes",15
"3057",2845,66,"424","8","17","yes","no","yes",15
"3058",2094,50,"212","8","14","yes","yes","yes",15
"3059",2889,33,"340","4","17","no","no","no",15
"3060",2020,25,"528","8","14","yes","no","yes",15
"3061",1995,66,"214","4","14","no","no","yes",15
"3062",2355,66,"340","8","15","yes","no","yes",15
"3063",2219,33,"340","4","14","no","no","no",15
"3064",3145,66,"424","16","17","yes","no","yes",15
"3065",2775,66,"420","16","15","yes","no","yes",15
"3066",2120,33,"528","8","14","yes","no","yes",15
"3067",1790,33,"214","4","14","no","no","yes",15
"3068",1829,33,"212","4","14","no","no","no",15
"3069",1495,25,"340","8","14","no","no","yes",15
"3070",2290,50,"426","8","14","yes","no","yes",15
"3071",1794,33,"212","4","14","yes","yes","yes",15
"3072",3019,66,"340","8","15","no","no","no",15
"3073",1894,50,"420","4","15","yes","no","yes",15
"3074",1299,33,"212","4","14","no","no","yes",15
"3075",2544,25,"528","16","14","yes","no","yes",15
"3076",2699,66,"470","8","15","yes","no","yes",15
"3077",2244,33,"426","8","14","yes","no","yes",15
"3078",1725,33,"212","4","15","no","no","yes",15
"3079",2094,50,"214","4","14","yes","yes","yes",15
"3080",1195,25,"107","2","14","no","no","yes",15
"3081",1744,25,"214","4","14","no","no","yes",15
"3082",2390,50,"420","8","15","yes","yes","yes",15
"3083",1295,33,"107","2","14","no","no","yes",15
"3084",1690,33,"214","4","14","no","no","yes",15
"3085",1744,33,"214","4","14","no","no","yes",15
"3086",2195,50,"426","8","14","yes","no","yes",15
"3087",1795,50,"212","8","14","no","no","yes",15
"3088",1195,25,"214","4","14","no","no","yes",15
"3089",1844,33,"214","4","14","no","no","yes",15
"3090",2904,66,"340","8","17","yes","no","yes",15
"3091",2144,33,"426","8","14","yes","no","yes",15
"3092",2544,33,"528","16","14","yes","no","yes",15
"3093",2569,50,"340","8","14","no","no","no",15
"3094",1794,50,"107","2","14","yes","yes","yes",15
"3095",2819,50,"340","8","15","no","no","no",15
"3096",2795,66,"424","16","15","yes","no","yes",15
"3097",2849,66,"527","16","15","yes","no","yes",16
"3098",1644,33,"107","2","14","no","no","yes",16
"3099",1799,33,"170","4","14","yes","yes","yes",16
"3100",1944,66,"214","4","14","no","no","yes",16
"3101",2690,100,"426","8","14","yes","no","yes",16
"3102",2399,66,"212","4","15","no","no","no",16
"3103",3090,100,"528","16","15","yes","no","yes",16
"3104",2989,66,"424","8","14","no","no","no",16
"3105",1944,50,"214","4","14","no","no","yes",16
"3106",2890,75,"528","16","15","yes","no","yes",16
"3107",2144,33,"426","8","14","yes","no","yes",16
"3108",2869,66,"340","8","14","no","no","no",16
"3109",1395,33,"107","2","14","no","no","yes",16
"3110",1299,33,"212","4","14","no","no","yes",16
"3111",2094,75,"107","2","14","yes","yes","yes",16
"3112",3089,66,"424","8","14","no","no","no",16
"3113",1995,75,"214","4","14","no","no","yes",16
"3114",2970,66,"420","16","15","yes","yes","yes",16
"3115",1999,33,"527","8","14","yes","no","yes",16
"3116",1890,75,"107","2","14","no","no","yes",16
"3117",1299,25,"100","4","14","no","no","no",16
"3118",1818,33,"212","4","14","yes","yes","yes",16
"3119",2295,66,"424","8","15","yes","no","yes",16
"3120",2544,75,"426","8","14","yes","no","yes",16
"3121",2929,66,"527","16","15","yes","yes","yes",16
"3122",3149,66,"527","16","17","yes","no","yes",16
"3123",2425,33,"424","8","17","yes","no","yes",16
"3124",1999,66,"450","4","14","no","no","yes",16
"3125",3090,100,"528","16","14","yes","no","yes",16
"3126",1894,33,"214","4","14","yes","yes","yes",16
"3127",1195,25,"107","2","14","no","no","yes",16
"3128",2124,33,"240","4","14","yes","yes","no",16
"3129",1794,33,"212","4","14","yes","yes","yes",16
"3130",2690,66,"528","16","14","yes","no","yes",16
"3131",2644,33,"528","16","14","yes","no","yes",16
"3132",2499,66,"340","4","14","no","no","no",16
"3133",1995,33,"426","8","14","yes","no","yes",16
"3134",2195,100,"214","4","14","no","no","yes",16
"3135",2904,66,"340","8","17","yes","no","yes",16
"3136",2320,66,"528","8","14","yes","no","yes",16
"3137",2219,33,"340","4","14","no","no","no",16
"3138",2344,25,"528","16","14","yes","no","yes",16
"3139",1744,50,"107","2","14","no","no","yes",16
"3140",1939,33,"212","4","14","no","no","no",16
"3141",1599,33,"170","4","14","yes","no","yes",16
"3142",3099,100,"527","16","15","yes","no","yes",16
"3143",1509,25,"120","4","15","no","no","no",16
"3144",2690,66,"528","16","15","yes","no","yes",16
"3145",1744,33,"214","4","14","no","no","yes",16
"3146",3299,66,"1000","16","15","yes","no","yes",16
"3147",2355,66,"340","8","15","yes","no","yes",16
"3148",1589,25,"212","4","14","no","no","no",16
"3149",3019,66,"340","8","15","no","no","no",16
"3150",1595,66,"214","4","14","no","no","yes",16
"3151",2819,66,"212","4","17","no","no","no",16
"3152",1694,33,"107","2","14","yes","yes","yes",16
"3153",2499,100,"527","8","14","yes","no","yes",16
"3154",2090,33,"426","8","14","yes","no","yes",16
"3155",1690,33,"214","4","14","no","no","yes",16
"3156",3799,66,"527","8","17","no","no","no",16
"3157",2195,66,"426","8","14","yes","no","yes",16
"3158",1290,25,"107","2","15","no","no","yes",16
"3159",2844,66,"528","16","14","yes","no","yes",16
"3160",2290,100,"214","4","15","no","no","yes",16
"3161",1690,66,"107","2","14","no","no","yes",16
"3162",1844,50,"214","4","14","no","no","yes",16
"3163",1544,25,"214","4","14","no","no","yes",16
"3164",2090,33,"426","8","15","yes","no","yes",16
"3165",2195,50,"420","8","15","yes","no","yes",16
"3166",1739,33,"120","4","14","no","no","no",16
"3167",2144,100,"107","2","14","no","no","yes",16
"3168",2999,100,"527","16","15","yes","no","yes",16
"3169",2044,75,"107","2","14","no","no","yes",16
"3170",2845,66,"540","8","17","yes","no","yes",16
"3171",2844,100,"426","8","14","yes","no","yes",16
"3172",2520,75,"528","8","14","yes","no","yes",16
"3173",1995,33,"424","8","14","yes","no","yes",16
"3174",1825,66,"425","8","15","no","no","yes",16
"3175",2929,50,"340","4","17","no","no","no",16
"3176",2744,50,"528","16","14","yes","no","yes",16
"3177",3399,100,"1000","16","15","yes","no","yes",16
"3178",1699,33,"340","4","14","no","no","yes",16
"3179",1794,50,"107","2","14","yes","yes","yes",16
"3180",1795,50,"420","4","14","yes","no","yes",16
"3181",2244,100,"107","2","14","no","no","yes",16
"3182",1790,50,"214","4","14","no","no","yes",16
"3183",2294,100,"107","2","14","yes","yes","yes",16
"3184",3049,100,"527","16","15","yes","no","yes",16
"3185",1594,33,"340","4","15","yes","no","yes",16
"3186",1590,50,"107","2","14","no","no","yes",16
"3187",2029,33,"340","8","14","yes","yes","yes",16
"3188",2499,100,"340","8","15","yes","no","yes",16
"3189",1495,50,"107","2","14","no","no","yes",16
"3190",2090,100,"107","2","15","no","no","yes",16
"3191",1795,66,"214","4","14","no","no","yes",16
"3192",3304,66,"420","16","17","yes","no","yes",16
"3193",2799,50,"340","8","15","yes","yes","yes",16
"3194",1490,33,"107","2","15","no","no","yes",16
"3195",2795,75,"528","16","14","yes","no","yes",16
"3196",3239,50,"340","8","17","no","no","no",16
"3197",1690,33,"340","4","14","yes","yes","yes",16
"3198",1899,33,"340","8","14","yes","no","yes",16
"3199",2343,66,"426","8","14","yes","yes","yes",16
"3200",1744,66,"107","2","14","no","no","yes",16
"3201",1999,33,"340","8","15","yes","no","yes",16
"3202",1359,25,"120","4","14","no","no","no",16
"3203",3659,66,"424","8","17","no","no","no",16
"3204",3129,100,"527","16","15","yes","yes","yes",16
"3205",1889,33,"120","4","15","no","no","no",16
"3206",2359,50,"340","4","14","no","no","no",16
"3207",2419,33,"212","4","17","no","no","no",16
"3208",2290,66,"426","8","15","yes","no","yes",16
"3209",1999,33,"340","8","14","yes","no","yes",16
"3210",1890,25,"426","8","15","yes","no","yes",16
"3211",2290,100,"214","4","14","no","no","yes",16
"3212",1849,33,"212","4","14","no","no","no",16
"3213",1844,66,"107","2","14","no","no","yes",16
"3214",2494,100,"214","4","14","yes","yes","yes",16
"3215",1929,25,"120","4","17","no","no","no",16
"3216",3249,100,"527","16","17","yes","no","yes",16
"3217",1475,33,"340","4","14","no","no","yes",16
"3218",1295,33,"212","4","14","no","no","yes",16
"3219",1259,25,"120","4","14","no","no","no",16
"3220",1444,25,"107","2","14","no","no","yes",16
"3221",2799,66,"527","16","15","yes","no","yes",16
"3222",1749,33,"212","4","14","no","no","no",16
"3223",1499,33,"170","4","14","yes","no","yes",16
"3224",2344,50,"426","8","14","yes","no","yes",16
"3225",2495,66,"540","8","15","yes","no","yes",16
"3226",2590,50,"528","16","15","yes","no","yes",16
"3227",1344,25,"107","2","14","no","no","yes",16
"3228",1595,66,"107","2","14","no","no","yes",16
"3229",1920,25,"528","8","14","yes","no","yes",16
"3230",3499,100,"1000","16","15","yes","no","yes",16
"3231",2595,100,"426","8","14","yes","no","yes",16
"3232",1399,33,"170","4","14","yes","no","yes",16
"3233",2143,33,"426","8","14","yes","yes","yes",16
"3234",1395,33,"214","4","14","no","no","yes",16
"3235",1595,33,"214","4","14","no","no","yes",16
"3236",1690,66,"107","2","15","no","no","yes",16
"3237",1795,25,"426","8","14","yes","no","yes",16
"3238",2944,75,"528","16","14","yes","no","yes",16
"3239",1849,33,"340","4","14","no","no","no",16
"3240",1469,33,"340","4","14","no","no","yes",16
"3241",1594,33,"212","4","14","yes","yes","yes",16
"3242",1865,33,"425","8","15","yes","no","yes",16
"3243",1395,25,"214","4","14","no","no","yes",16
"3244",1290,25,"107","2","14","no","no","yes",16
"3245",2644,75,"426","8","14","yes","no","yes",16
"3246",1999,66,"340","8","15","yes","no","yes",16
"3247",2395,33,"528","16","14","yes","no","yes",16
"3248",2645,66,"424","8","17","yes","no","yes",16
"3249",3349,100,"527","16","17","yes","no","yes",16
"3250",2120,33,"528","8","14","yes","no","yes",16
"3251",1994,50,"214","4","14","yes","yes","yes",16
"3252",3044,75,"528","16","14","yes","no","yes",16
"3253",1890,66,"214","4","15","no","no","yes",16
"3254",1595,33,"214","4","14","no","no","yes",16
"3255",1890,66,"214","4","14","no","no","yes",16
"3256",1944,75,"107","2","14","no","no","yes",16
"3257",2319,33,"340","4","14","no","no","no",16
"3258",1995,66,"425","8","15","yes","no","yes",16
"3259",1689,25,"212","4","14","no","no","no",16
"3260",2609,33,"212","4","17","no","no","no",16
"3261",2819,50,"340","8","15","no","no","no",16
"3262",1195,25,"214","4","14","no","no","yes",16
"3263",2039,33,"212","4","14","no","no","no",16
"3264",2425,50,"212","8","17","yes","yes","yes",16
"3265",1544,33,"107","2","14","no","no","yes",16
"3266",1990,50,"420","4","14","yes","yes","yes",16
"3267",2995,100,"528","16","14","yes","no","yes",16
"3268",2344,100,"214","4","14","no","no","yes",16
"3269",3439,66,"340","8","17","no","no","no",16
"3270",1895,100,"340","4","14","no","no","yes",16
"3271",2444,66,"426","8","14","yes","no","yes",16
"3272",3129,66,"527","8","14","no","no","no",16
"3273",1999,33,"212","4","15","no","no","no",16
"3274",2249,66,"212","4","14","no","no","no",16
"3275",2490,33,"528","16","14","yes","no","yes",16
"3276",2899,100,"527","16","15","yes","no","yes",16
"3277",2744,50,"420","8","17","yes","no","yes",16
"3278",2195,25,"528","16","14","yes","no","yes",16
"3279",2344,66,"426","8","14","yes","no","yes",16
"3280",2294,75,"214","4","14","yes","yes","yes",16
"3281",2094,66,"214","4","14","yes","yes","yes",16
"3282",1495,33,"340","4","14","yes","no","yes",16
"3283",2190,50,"426","8","15","yes","no","yes",16
"3284",3379,66,"527","8","15","no","no","no",16
"3285",2469,33,"340","4","15","no","no","no",16
"3286",1645,33,"340","4","14","yes","no","yes",16
"3287",2244,75,"214","4","14","no","no","yes",16
"3288",2290,66,"426","8","14","yes","no","yes",16
"3289",2090,100,"107","2","14","no","no","yes",16
"3290",2343,66,"426","8","14","yes","yes","yes",16
"3291",1644,50,"107","2","14","no","no","yes",16
"3292",2220,50,"528","8","14","yes","no","yes",16
"3293",2690,100,"426","8","15","yes","no","yes",16
"3294",1839,25,"212","4","15","no","no","no",16
"3295",1990,100,"340","4","15","no","no","yes",16
"3296",1490,33,"107","2","14","no","no","yes",16
"3297",2544,33,"528","16","14","yes","no","yes",16
"3298",2509,50,"340","4","15","no","no","no",16
"3299",2144,75,"214","4","14","no","no","yes",16
"3300",2095,50,"426","8","14","yes","no","yes",16
"3301",1695,50,"214","4","14","no","no","yes",16
"3302",3144,100,"528","16","14","yes","no","yes",16
"3303",1490,25,"214","4","15","no","no","yes",16
"3304",1499,33,"170","4","15","yes","no","yes",16
"3305",2099,33,"340","8","14","yes","no","yes",16
"3306",1595,66,"340","4","14","no","no","yes",16
"3307",1644,25,"214","4","14","no","no","yes",16
"3308",1995,33,"426","8","14","yes","no","yes",16
"3309",2769,66,"340","8","14","no","no","no",16
"3310",2669,50,"340","8","14","no","no","no",16
"3311",2744,100,"426","8","14","yes","no","yes",16
"3312",1490,25,"214","4","14","no","no","yes",16
"3313",2889,33,"340","4","17","no","no","no",16
"3314",1925,33,"212","4","17","no","no","yes",16
"3315",2444,25,"528","16","14","yes","no","yes",16
"3316",2195,66,"426","8","14","yes","no","yes",16
"3317",2775,66,"420","16","15","yes","no","yes",16
"3318",2499,66,"528","16","15","yes","no","yes",16
"3319",2199,50,"450","8","15","no","no","yes",16
"3320",1399,33,"270","4","14","no","no","yes",16
"3321",2290,25,"528","16","15","yes","no","yes",16
"3322",2490,75,"426","8","15","yes","no","yes",16
"3323",2899,66,"527","16","15","yes","no","yes",16
"3324",2090,75,"214","4","15","no","no","yes",16
"3325",1499,50,"340","4","14","no","no","yes",16
"3326",2695,66,"528","8","15","yes","no","yes",16
"3327",1690,66,"340","4","15","no","no","yes",16
"3328",2390,50,"420","8","15","yes","yes","yes",16
"3329",2399,100,"340","8","14","yes","no","yes",16
"3330",1590,50,"107","2","15","no","no","yes",16
"3331",2244,33,"426","8","14","yes","no","yes",16
"3332",2744,66,"528","16","14","yes","no","yes",16
"3333",2190,50,"426","8","14","yes","no","yes",16
"3334",2065,100,"340","4","14","yes","no","yes",16
"3335",1495,33,"212","4","14","no","no","yes",16
"3336",2529,100,"340","8","14","yes","yes","yes",16
"3337",1690,33,"214","4","15","no","no","yes",16
"3338",2569,50,"340","8","14","no","no","no",16
"3339",3239,66,"424","8","15","no","no","no",16
"3340",2044,66,"214","4","14","no","no","yes",16
"3341",1299,33,"340","4","14","no","no","yes",16
"3342",2199,50,"425","8","15","yes","no","yes",16
"3343",1495,50,"214","4","14","no","no","yes",16
"3344",2775,66,"530","16","17","no","no","yes",16
"3345",2444,100,"214","4","14","no","no","yes",16
"3346",1894,66,"107","2","14","yes","yes","yes",16
"3347",2890,75,"528","16","14","yes","no","yes",16
"3348",1795,66,"340","8","14","no","no","yes",16
"3349",2644,50,"528","16","14","yes","no","yes",16
"3350",1725,33,"212","4","17","no","no","yes",16
"3351",1795,75,"107","2","14","no","no","yes",16
"3352",3244,100,"528","16","14","yes","no","yes",16
"3353",2395,75,"426","8","14","yes","no","yes",16
"3354",2259,25,"212","4","17","no","no","no",16
"3355",2599,66,"450","8","15","yes","no","yes",16
"3356",1695,50,"340","8","14","no","no","yes",16
"3357",3029,100,"527","16","15","yes","yes","yes",16
"3358",1639,33,"120","4","14","no","no","no",16
"3359",1694,25,"214","4","14","yes","yes","yes",16
"3360",2499,66,"528","8","15","yes","no","yes",16
"3361",1559,33,"212","4","14","no","no","yes",16
"3362",2590,50,"528","16","14","yes","no","yes",16
"3363",2720,100,"528","8","14","yes","no","yes",16
"3364",1570,33,"340","4","15","no","no","yes",16
"3365",2743,100,"426","8","14","yes","yes","yes",16
"3366",2189,33,"212","4","15","no","no","no",16
"3367",2090,75,"214","4","14","no","no","yes",16
"3368",1944,25,"426","8","14","yes","no","yes",16
"3369",1529,33,"170","4","14","yes","yes","yes",16
"3370",2494,25,"528","16","14","yes","yes","yes",16
"3371",2499,100,"340","8","14","yes","no","yes",16
"3372",2595,66,"530","16","15","yes","no","yes",16
"3373",1558,33,"212","4","14","yes","yes","yes",16
"3374",1395,25,"340","8","14","no","no","yes",16
"3375",1625,33,"240","4","14","no","no","no",16
"3376",2309,33,"120","4","17","no","no","no",16
"3377",1695,33,"425","8","15","no","no","yes",16
"3378",1844,33,"214","4","14","no","no","yes",16
"3379",2425,66,"530","16","15","no","no","yes",16
"3380",2550,66,"340","8","15","yes","yes","yes",16
"3381",1995,50,"212","8","14","yes","yes","yes",16
"3382",1765,66,"340","4","14","yes","no","yes",16
"3383",1890,75,"107","2","15","no","no","yes",16
"3384",1595,33,"340","8","14","no","no","yes",16
"3385",1995,100,"107","2","14","no","no","yes",16
"3386",2949,100,"527","16","15","yes","no","yes",16
"3387",1494,25,"107","2","14","yes","yes","yes",16
"3388",2490,75,"426","8","14","yes","no","yes",16
"3389",1894,50,"420","4","15","yes","no","yes",16
"3390",2495,50,"528","16","14","yes","no","yes",16
"3391",2149,66,"212","4","14","no","no","no",16
"3392",2244,50,"426","8","14","yes","no","yes",16
"3393",3229,66,"527","8","14","no","no","no",16
"3394",2490,33,"528","16","15","yes","no","yes",16
"3395",2425,100,"425","8","15","yes","no","yes",16
"3396",1890,25,"426","8","14","yes","no","yes",16
"3397",2044,25,"426","8","14","yes","no","yes",16
"3398",2290,25,"528","16","14","yes","no","yes",16
"3399",1790,50,"214","4","15","no","no","yes",16
"3400",3397,66,"450","16","15","yes","yes","yes",16
"3401",2595,66,"528","16","14","yes","no","yes",16
"3402",2259,50,"340","4","14","no","no","no",16
"3403",2075,66,"425","8","15","yes","no","yes",16
"3404",1195,25,"107","2","14","no","no","yes",17
"3405",2999,100,"527","16","15","yes","no","yes",17
"3406",1795,25,"426","8","14","yes","no","yes",17
"3407",1599,33,"210","4","14","yes","no","yes",17
"3408",1644,25,"214","4","14","no","no","yes",17
"3409",1639,33,"120","4","14","no","no","no",17
"3410",2690,100,"426","8","14","yes","no","yes",17
"3411",1644,50,"107","2","14","no","no","yes",17
"3412",2694,75,"426","8","14","yes","yes","yes",17
"3413",1690,66,"107","2","15","no","no","yes",17
"3414",1465,66,"210","4","14","no","no","yes",17
"3415",1790,50,"214","4","14","no","no","yes",17
"3416",3129,66,"527","8","14","no","no","no",17
"3417",1690,33,"340","4","14","yes","yes","yes",17
"3418",2195,25,"528","16","14","yes","no","yes",17
"3419",2344,66,"426","8","14","yes","no","yes",17
"3420",1999,33,"420","8","14","yes","no","yes",17
"3421",1995,33,"340","8","15","yes","no","yes",17
"3422",2299,100,"452","8","15","yes","no","yes",17
"3423",3244,100,"528","16","14","yes","no","yes",17
"3424",2249,100,"420","8","14","yes","no","yes",17
"3425",1995,33,"540","8","14","yes","no","yes",17
"3426",2499,66,"340","4","14","no","no","no",17
"3427",2625,66,"530","8","17","yes","no","yes",17
"3428",2095,50,"426","8","14","yes","no","yes",17
"3429",1795,75,"107","2","14","no","no","yes",17
"3430",1799,66,"212","4","14","no","no","yes",17
"3431",1844,66,"107","2","14","no","no","yes",17
"3432",2365,66,"540","8","15","yes","no","yes",17
"3433",1689,25,"212","4","14","no","no","no",17
"3434",1995,66,"340","8","14","yes","yes","yes",17
"3435",2044,75,"107","2","14","no","no","yes",17
"3436",1999,33,"212","4","15","no","no","no",17
"3437",1795,66,"340","8","14","no","no","yes",17
"3438",2394,50,"426","8","14","yes","yes","yes",17
"3439",1295,33,"340","4","14","no","no","yes",17
"3440",2609,33,"212","4","17","no","no","no",17
"3441",1944,66,"214","4","14","no","no","yes",17
"3442",1890,25,"426","8","15","yes","no","yes",17
"3443",2469,33,"340","4","15","no","no","no",17
"3444",2144,75,"214","4","14","no","no","yes",17
"3445",1495,50,"107","2","14","no","no","yes",17
"3446",1644,33,"107","2","14","no","no","yes",17
"3447",2669,50,"340","8","14","no","no","no",17
"3448",1899,50,"340","8","15","yes","no","yes",17
"3449",2090,33,"528","8","14","yes","no","yes",17
"3450",1879,33,"340","8","15","yes","no","yes",17
"3451",2429,100,"420","8","15","yes","no","yes",17
"3452",1695,50,"340","8","14","no","no","yes",17
"3453",2995,100,"528","16","14","yes","no","yes",17
"3454",2265,100,"340","8","15","no","no","yes",17
"3455",1559,33,"212","4","14","no","no","yes",17
"3456",1495,33,"340","4","14","yes","no","yes",17
"3457",1589,25,"212","4","14","no","no","no",17
"3458",2259,50,"340","4","14","no","no","no",17
"3459",2215,100,"425","8","15","no","no","yes",17
"3460",1795,100,"210","4","14","no","no","yes",17
"3461",1849,33,"212","4","14","no","no","no",17
"3462",2190,50,"426","8","14","yes","no","yes",17
"3463",1794,33,"340","4","14","yes","yes","yes",17
"3464",1690,33,"214","4","14","no","no","yes",17
"3465",1844,50,"214","4","14","no","no","yes",17
"3466",2090,75,"214","4","15","no","no","yes",17
"3467",2344,100,"214","4","14","no","no","yes",17
"3468",1260,33,"210","4","15","no","no","yes",17
"3469",2144,100,"107","2","14","no","no","yes",17
"3470",2199,100,"340","8","14","no","no","yes",17
"3471",2029,33,"420","8","14","yes","yes","yes",17
"3472",2509,50,"340","4","15","no","no","no",17
"3473",1490,25,"214","4","15","no","no","yes",17
"3474",2065,66,"540","8","15","no","no","yes",17
"3475",1899,33,"420","8","14","yes","no","yes",17
"3476",1495,33,"340","4","14","no","no","yes",17
"3477",1890,25,"426","8","14","yes","no","yes",17
"3478",2215,66,"425","8","15","yes","yes","yes",17
"3479",2090,100,"107","2","14","no","no","yes",17
"3480",2299,100,"425","8","14","no","no","yes",17
"3481",2904,66,"340","8","17","yes","no","yes",17
"3482",2425,66,"340","8","17","yes","yes","yes",17
"3483",1999,66,"340","8","15","yes","no","yes",17
"3484",2115,66,"340","8","15","yes","no","yes",17
"3485",2744,66,"528","16","14","yes","no","yes",17
"3486",1999,33,"420","8","15","yes","no","yes",17
"3487",1795,33,"425","8","15","no","no","yes",17
"3488",2290,66,"426","8","14","yes","no","yes",17
"3489",1890,66,"214","4","15","no","no","yes",17
"3490",2090,75,"214","4","14","no","no","yes",17
"3491",1550,66,"210","4","15","no","no","yes",17
"3492",1890,75,"107","2","15","no","no","yes",17
"3493",2894,100,"426","8","14","yes","yes","yes",17
"3494",1490,33,"107","2","14","no","no","yes",17
"3495",2244,50,"426","8","14","yes","no","yes",17
"3496",2544,33,"528","16","14","yes","no","yes",17
"3497",2695,66,"528","8","15","yes","no","yes",17
"3498",1915,66,"425","8","15","no","no","yes",17
"3499",2890,75,"528","16","14","yes","no","yes",17
"3500",2244,75,"214","4","14","no","no","yes",17
"3501",1399,33,"210","4","14","yes","no","yes",17
"3502",2399,66,"212","4","15","no","no","no",17
"3503",2444,25,"528","16","14","yes","no","yes",17
"3504",3799,66,"527","8","17","no","no","no",17
"3505",1395,33,"107","2","14","no","no","yes",17
"3506",2944,75,"528","16","14","yes","no","yes",17
"3507",1495,50,"214","4","14","no","no","yes",17
"3508",3144,100,"528","16","14","yes","no","yes",17
"3509",1595,66,"107","2","14","no","no","yes",17
"3510",2590,50,"528","16","14","yes","no","yes",17
"3511",2644,75,"426","8","14","yes","no","yes",17
"3512",1590,50,"107","2","14","no","no","yes",17
"3513",1945,66,"340","8","15","no","no","yes",17
"3514",1995,33,"426","8","14","yes","no","yes",17
"3515",1529,33,"210","4","14","yes","yes","yes",17
"3516",2425,100,"425","8","15","yes","yes","yes",17
"3517",2349,100,"420","8","15","yes","no","yes",17
"3518",2144,33,"426","8","14","yes","no","yes",17
"3519",2925,100,"530","8","17","yes","no","yes",17
"3520",2249,66,"212","4","14","no","no","no",17
"3521",2095,100,"425","8","15","no","no","yes",17
"3522",2094,25,"426","8","14","yes","yes","yes",17
"3523",2344,50,"426","8","14","yes","no","yes",17
"3524",1744,33,"214","4","14","no","no","yes",17
"3525",2195,100,"214","4","14","no","no","yes",17
"3526",1890,66,"214","4","14","no","no","yes",17
"3527",2794,50,"528","16","14","yes","yes","yes",17
"3528",2309,33,"120","4","17","no","no","no",17
"3529",1825,33,"340","8","15","no","no","yes",17
"3530",2845,100,"540","8","17","yes","no","yes",17
"3531",3499,100,"1000","16","15","yes","no","yes",17
"3532",1515,33,"210","4","14","yes","no","yes",17
"3533",2558,100,"425","8","14","yes","yes","yes",17
"3534",2690,100,"528","8","14","yes","no","yes",17
"3535",2244,100,"107","2","14","no","no","yes",17
"3536",2694,33,"528","16","14","yes","yes","yes",17
"3537",3239,50,"340","8","17","no","no","no",17
"3538",1849,33,"340","4","14","no","no","no",17
"3539",2644,33,"528","16","14","yes","no","yes",17
"3540",2195,66,"426","8","14","yes","no","yes",17
"3541",2419,33,"212","4","17","no","no","no",17
"3542",2569,50,"340","8","14","no","no","no",17
"3543",3019,66,"340","8","15","no","no","no",17
"3544",3149,66,"527","16","17","yes","no","yes",17
"3545",2090,33,"426","8","14","yes","no","yes",17
"3546",2545,100,"530","8","15","yes","yes","yes",17
"3547",1345,33,"210","4","14","yes","no","yes",17
"3548",2259,25,"212","4","17","no","no","no",17
"3549",2590,50,"528","16","15","yes","no","yes",17
"3550",2345,33,"425","8","17","yes","yes","yes",17
"3551",3049,100,"527","16","15","yes","no","yes",17
"3552",2744,50,"528","16","14","yes","no","yes",17
"3553",2395,33,"528","16","14","yes","no","yes",17
"3554",2379,100,"420","8","14","yes","yes","yes",17
"3555",2645,66,"540","8","17","yes","no","yes",17
"3556",1594,33,"340","4","15","yes","no","yes",17
"3557",2445,66,"425","8","17","yes","yes","yes",17
"3558",2099,33,"420","8","14","yes","no","yes",17
"3559",3090,100,"528","16","14","yes","no","yes",17
"3560",2575,100,"530","8","15","yes","no","yes",17
"3561",1739,33,"120","4","14","no","no","no",17
"3562",2044,25,"426","8","14","yes","no","yes",17
"3563",2425,33,"540","8","17","yes","no","yes",17
"3564",2290,100,"214","4","14","no","no","yes",17
"3565",1839,25,"212","4","15","no","no","no",17
"3566",1890,25,"528","8","14","yes","no","yes",17
"3567",1290,25,"107","2","15","no","no","yes",17
"3568",2290,25,"528","16","14","yes","no","yes",17
"3569",2399,100,"420","8","14","yes","no","yes",17
"3570",2595,66,"528","16","14","yes","no","yes",17
"3571",2494,25,"528","16","14","yes","yes","yes",17
"3572",2435,100,"340","8","15","yes","no","yes",17
"3573",2844,100,"426","8","14","yes","no","yes",17
"3574",2989,66,"424","8","14","no","no","no",17
"3575",2545,100,"425","8","15","yes","yes","yes",17
